ticker,name,sector,market
3856.T,Ａｂａｌａｎｃｅ,電気機器,スタンダード
3858.T,ユビキタスＡＩ,情報・通信業,スタンダード
3861.T,王子ホールディングス,パルプ・紙,プライム
3863.T,日本製紙,パルプ・紙,プライム
3864.T,三菱製紙,パルプ・紙,プライム
3865.T,北越コーポレーション,パルプ・紙,プライム
3877.T,中越パルプ工業,パルプ・紙,プライム
3878.T,巴川コーポレーション,化学,スタンダード
3880.T,大王製紙,パルプ・紙,プライム
3891.T,ニッポン高度紙工業,パルプ・紙,スタンダード
3892.T,岡山製紙,パルプ・紙,スタンダード
3895.T,ハビックス,パルプ・紙,スタンダード
3896.T,阿波製紙,パルプ・紙,スタンダード
3900.T,クラウドワークス,情報・通信業,グロース
3901.T,マークラインズ,情報・通信業,プライム
3902.T,メディカル・データ・ビジョン,情報・通信業,プライム
3903.T,ｇｕｍｉ,情報・通信業,プライム
3904.T,カヤック,情報・通信業,グロース
3905.T,データセクション,情報・通信業,グロース
3907.T,シリコンスタジオ,情報・通信業,スタンダード
3908.T,コラボス,情報・通信業,グロース
3909.T,ショーケース,情報・通信業,スタンダード
3910.T,エムケイシステム,情報・通信業,スタンダード
3911.T,Ａｉｍｉｎｇ,情報・通信業,グロース
3912.T,モバイルファクトリー,情報・通信業,スタンダード
3913.T,ＧｒｅｅｎＢｅｅ,情報・通信業,スタンダード
3914.T,ＪＩＧ－ＳＡＷ,情報・通信業,グロース
3915.T,テラスカイ,情報・通信業,プライム
3916.T,デジタル・インフォメーション・テクノロジー,情報・通信業,プライム
3917.T,アイリッジ,情報・通信業,グロース
3918.T,ＰＣＩホールディングス,情報・通信業,スタンダード
3920.T,アイビーシー,情報・通信業,スタンダード
3921.T,ネオジャパン,情報・通信業,プライム
3922.T,ＰＲ　ＴＩＭＥＳ,情報・通信業,プライム
3923.T,ラクス,情報・通信業,プライム
3924.T,ランドコンピュータ,情報・通信業,プライム
3925.T,ダブルスタンダード,情報・通信業,プライム
3926.T,オープンドア,情報・通信業,プライム
3927.T,フーバーブレイン,情報・通信業,グロース
3928.T,マイネット,情報・通信業,スタンダード
3929.T,ソーシャルワイヤー,情報・通信業,グロース
3930.T,はてな,情報・通信業,グロース
3931.T,バリューゴルフ,情報・通信業,グロース
3932.T,アカツキ,情報・通信業,プライム
3933.T,チエル,情報・通信業,スタンダード
3934.T,ベネフィットジャパン,情報・通信業,スタンダード
3935.T,エディア,情報・通信業,スタンダード
3936.T,グローバルウェイ,情報・通信業,グロース
3937.T,Ｕｂｉｃｏｍホールディングス,情報・通信業,プライム
3939.T,カナミックネットワーク,情報・通信業,プライム
3940.T,ノムラシステムコーポレーション,情報・通信業,スタンダード
3941.T,レンゴー,パルプ・紙,プライム
3943.T,大石産業,パルプ・紙,スタンダード
3944.T,古林紙工,パルプ・紙,スタンダード
3945.T,スーパーバッグ,パルプ・紙,スタンダード
3946.T,トーモク,パルプ・紙,プライム
3947.T,ダイナパック,パルプ・紙,スタンダード
3948.T,光ビジネスフォーム,パルプ・紙,スタンダード
3950.T,ザ・パック,パルプ・紙,プライム
3951.T,朝日印刷,パルプ・紙,スタンダード
3953.T,大村紙業,パルプ・紙,スタンダード
3954.T,昭和パックス,パルプ・紙,スタンダード
3955.T,イムラ,パルプ・紙,スタンダード
3958.T,笹徳印刷,パルプ・紙,スタンダード
3961.T,シルバーエッグ・テクノロジー,情報・通信業,グロース
3962.T,チェンジホールディングス,情報・通信業,プライム
3963.T,シンクロ・フード,情報・通信業,プライム
3964.T,オークネット,情報・通信業,プライム
3965.T,キャピタル・アセット・プランニング,情報・通信業,スタンダード
3967.T,エルテス,情報・通信業,グロース
3968.T,セグエグループ,情報・通信業,プライム
3969.T,エイトレッド,情報・通信業,スタンダード
3970.T,イノベーション,情報・通信業,グロース
3974.T,ＳＣＡＴ,情報・通信業,スタンダード
3976.T,シャノン,情報・通信業,グロース
3979.T,うるる,情報・通信業,グロース
3981.T,ビーグリー,情報・通信業,スタンダード
3983.T,オロ,情報・通信業,プライム
3984.T,ユーザーローカル,情報・通信業,プライム
3985.T,テモナ,情報・通信業,スタンダード
3986.T,ビーブレイクシステムズ,情報・通信業,グロース
3987.T,エコモット,情報・通信業,グロース
3988.T,ＳＹＳホールディングス,情報・通信業,スタンダード
3989.T,シェアリングテクノロジー,情報・通信業,グロース
3991.T,ウォンテッドリー,情報・通信業,グロース
3992.T,ニーズウェル,情報・通信業,プライム
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,プライム
3994.T,マネーフォワード,情報・通信業,プライム
3996.T,サインポスト,情報・通信業,スタンダード
3997.T,トレードワークス,情報・通信業,スタンダード
3998.T,すららネット,情報・通信業,グロース
4004.T,レゾナック・ホールディングス,化学,プライム
4005.T,住友化学,化学,プライム
4008.T,住友精化,化学,プライム
4011.T,ヘッドウォータース,情報・通信業,グロース
4012.T,アクシス,情報・通信業,スタンダード
4013.T,勤次郎,情報・通信業,グロース
4014.T,カラダノート,情報・通信業,グロース
4015.T,ペイクラウドホールディングス,情報・通信業,グロース
4016.T,ＭＩＴホールディングス,情報・通信業,スタンダード
4017.T,クリーマ,情報・通信業,グロース
4019.T,スタメン,情報・通信業,グロース
4020.T,ビートレンド,情報・通信業,グロース
4021.T,日産化学,化学,プライム
4022.T,ラサ工業,化学,プライム
4023.T,クレハ,化学,プライム
4025.T,多木化学,化学,プライム
4026.T,神島化学工業,ガラス・土石製品,スタンダード
4027.T,テイカ,化学,プライム
4028.T,石原産業,化学,プライム
4031.T,片倉コープアグリ,化学,スタンダード
4040.T,南海化学,化学,スタンダード
4041.T,日本曹達,化学,プライム
4042.T,東ソー,化学,プライム
4043.T,トクヤマ,化学,プライム
4044.T,セントラル硝子,化学,プライム
4045.T,東亞合成,化学,プライム
4046.T,大阪ソーダ,化学,プライム
4047.T,関東電化工業,化学,プライム
4051.T,ＧＭＯフィナンシャルゲート,情報・通信業,プライム
4052.T,フィーチャ,情報・通信業,グロース
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業,プライム
4054.T,日本情報クリエイト,情報・通信業,グロース
4055.T,ティアンドエスグループ,情報・通信業,グロース
4056.T,ニューラルグループ,情報・通信業,グロース
4057.T,インターファクトリー,情報・通信業,グロース
4058.T,トヨクモ,情報・通信業,グロース
4059.T,まぐまぐ,情報・通信業,スタンダード
4060.T,ｒａｋｕｍｏ,情報・通信業,グロース
4061.T,デンカ,化学,プライム
4062.T,イビデン,電気機器,プライム
4063.T,信越化学工業,化学,プライム
4064.T,日本カーバイド工業,化学,プライム
4068.T,ベイシス,情報・通信業,グロース
4069.T,ＢｌｕｅＭｅｍｅ,情報・通信業,グロース
4071.T,プラスアルファ・コンサルティング,情報・通信業,プライム
4072.T,電算システムホールディングス,情報・通信業,プライム
4073.T,ジィ・シィ企画,情報・通信業,グロース
4074.T,ラキール,情報・通信業,グロース
4075.T,ブレインズテクノロジー,情報・通信業,グロース
4076.T,シイエヌエス,情報・通信業,グロース
4078.T,堺化学工業,化学,プライム
4082.T,第一稀元素化学工業,化学,プライム
4088.T,エア・ウォーター,化学,プライム
4091.T,日本酸素ホールディングス,化学,プライム
4092.T,日本化学工業,化学,プライム
4093.T,東邦アセチレン,化学,スタンダード
4094.T,日本化学産業,化学,スタンダード
4095.T,日本パーカライジング,化学,プライム
4097.T,高圧ガス工業,化学,プライム
4098.T,チタン工業,化学,スタンダード
4099.T,四国化成ホールディングス,化学,プライム
4100.T,戸田工業,化学,スタンダード
4102.T,丸尾カルシウム,化学,スタンダード
4107.T,伊勢化学工業,化学,スタンダード
4109.T,ステラ　ケミファ,化学,プライム
4112.T,保土谷化学工業,化学,プライム
4113.T,田岡化学工業,化学,スタンダード
4114.T,日本触媒,化学,プライム
4116.T,大日精化工業,化学,プライム
4118.T,カネカ,化学,プライム
4119.T,日本ピグメントホールディングス,化学,スタンダード
4120.T,スガイ化学工業,化学,スタンダード
4124.T,大阪油化工業,化学,スタンダード
4125.T,三和油化工業,化学,スタンダード
4151.T,協和キリン,医薬品,プライム
4165.T,プレイド,情報・通信業,グロース
4166.T,かっこ,情報・通信業,グロース
4167.T,ココペリ,情報・通信業,グロース
4168.T,ヤプリ,情報・通信業,グロース
4169.T,ＥＮＥＣＨＡＮＧＥ,情報・通信業,グロース
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,情報・通信業,グロース
4171.T,グローバルインフォメーション,情報・通信業,スタンダード
4172.T,Ｈｉクラテス,情報・通信業,スタンダード
4174.T,アピリッツ,情報・通信業,スタンダード
4175.T,ｃｏｌｙ,情報・通信業,グロース
4176.T,ココナラ,情報・通信業,グロース
4177.T,ｉ‐ｐｌｕｇ,情報・通信業,グロース
4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報・通信業,グロース
4179.T,ジーネクスト,情報・通信業,グロース
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,プライム
4182.T,三菱瓦斯化学,化学,プライム
4183.T,三井化学,化学,プライム
4186.T,東京応化工業,化学,プライム
4187.T,大阪有機化学工業,化学,プライム
4188.T,三菱ケミカルグループ,化学,プライム
4189.T,ＫＨネオケム,化学,プライム
4192.T,スパイダープラス,情報・通信業,グロース
4193.T,ファブリカホールディングス,情報・通信業,スタンダード
4194.T,ビジョナル,情報・通信業,プライム
4196.T,ネオマーケティング,情報・通信業,スタンダード
4197.T,アスマーク,情報・通信業,スタンダード
4198.T,テンダ,情報・通信業,スタンダード
4199.T,ワンダープラネット,情報・通信業,グロース
4202.T,ダイセル,化学,プライム
4203.T,住友ベークライト,化学,プライム
4204.T,積水化学工業,化学,プライム
4205.T,日本ゼオン,化学,プライム
4206.T,アイカ工業,化学,プライム
4208.T,ＵＢＥ,化学,プライム
4212.T,積水樹脂,化学,プライム
4216.T,旭有機材,化学,プライム
4218.T,ニチバン,化学,プライム
4220.T,リケンテクノス,化学,プライム
4221.T,大倉工業,化学,プライム
4222.T,児玉化学工業,化学,スタンダード
4224.T,ロンシール工業,化学,スタンダード
4228.T,積水化成品工業,化学,プライム
4229.T,群栄化学工業,化学,プライム
4231.T,タイガースポリマー,化学,スタンダード
4234.T,サンエー化研,化学,スタンダード
4235.T,ウルトラファブリックス・ホールディングス,化学,スタンダード
4237.T,フジプレアム,化学,スタンダード
4238.T,ミライアル,化学,スタンダード
4240.T,クラスターテクノロジー,化学,グロース
4241.T,アテクト,化学,スタンダード
4242.T,タカギセイコー,化学,スタンダード
4243.T,ニックス,化学,スタンダード
4245.T,ダイキアクシス,化学,スタンダード
4246.T,ダイキョーニシカワ,化学,プライム
4247.T,ポバール興業,化学,スタンダード
4248.T,竹本容器,化学,スタンダード
4249.T,森六,化学,プライム
4251.T,恵和,化学,プライム
4255.T,ＴＨＥＣＯＯ,情報・通信業,グロース
4256.T,サインド,情報・通信業,グロース
4258.T,網屋,情報・通信業,グロース
4259.T,エクサウィザーズ,情報・通信業,グロース
4260.T,ハイブリッドテクノロジーズ,情報・通信業,グロース
4261.T,アジアクエスト,情報・通信業,グロース
4262.T,ニフティライフスタイル,情報・通信業,グロース
4263.T,サスメド,情報・通信業,グロース
4264.T,セキュア,情報・通信業,グロース
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,グロース
4270.T,ＢｅｅＸ,情報・通信業,グロース
4272.T,日本化薬,化学,プライム
4274.T,細谷火工,化学,スタンダード
4275.T,カーリット,化学,プライム
4284.T,ソルクシーズ,情報・通信業,スタンダード
4286.T,ＣＬホールディングス,サービス業,スタンダード
4287.T,ジャストプランニング,情報・通信業,スタンダード
4288.T,アズジェント,情報・通信業,スタンダード
4290.T,プレステージ・インターナショナル,サービス業,プライム
4293.T,セプテーニ・ホールディングス,サービス業,スタンダード
4299.T,ハイマックス,情報・通信業,スタンダード
4301.T,アミューズ,サービス業,プライム
4307.T,野村総合研究所,情報・通信業,プライム
4308.T,Ｊストリーム,情報・通信業,グロース
4310.T,ドリームインキュベータ,サービス業,プライム
4316.T,ビーマップ,情報・通信業,グロース
4317.T,レイ,サービス業,スタンダード
4318.T,クイック,サービス業,プライム
4320.T,ＣＥホールディングス,情報・通信業,スタンダード
4323.T,日本システム技術,情報・通信業,プライム
4324.T,電通グループ,サービス業,プライム
4326.T,インテージホールディングス,情報・通信業,プライム
4331.T,テイクアンドギヴ・ニーズ,サービス業,プライム
4333.T,東邦システムサイエンス,情報・通信業,プライム
4334.T,ユークス,情報・通信業,スタンダード
4335.T,ＩＰＳホールディングス,情報・通信業,スタンダード
4337.T,ぴあ,サービス業,プライム
4341.T,西菱電機,サービス業,スタンダード
4343.T,イオンファンタジー,サービス業,プライム
4344.T,ソースネクスト,情報・通信業,プライム
4345.T,シーティーエス,サービス業,プライム
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,スタンダード
4347.T,ブロードメディア,サービス業,スタンダード
4350.T,メディカルシステムネットワーク,小売業,スタンダード
4351.T,山田再生系債権回収総合事務所,その他金融業,スタンダード
4356.T,応用技術,情報・通信業,スタンダード
4360.T,マナック・ケミカル・パートナーズ,化学,スタンダード
4361.T,川口化学工業,化学,スタンダード
4362.T,日本精化,化学,プライム
4365.T,松本油脂製薬,化学,スタンダード
4366.T,ダイトーケミックス,化学,スタンダード
4367.T,広栄化学,化学,スタンダード
4368.T,扶桑化学工業,化学,プライム
4369.T,トリケミカル研究所,化学,プライム
4370.T,モビルス,情報・通信業,グロース
4371.T,コアコンセプト・テクノロジー,情報・通信業,グロース
4372.T,ユミルリンク,情報・通信業,グロース
4373.T,シンプレクス・ホールディングス,情報・通信業,プライム
4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報・通信業,グロース
4375.T,セーフィー,情報・通信業,グロース
4376.T,くふうカンパニーホールディングス,情報・通信業,グロース
4377.T,ワンキャリア,情報・通信業,グロース
4378.T,ＣＩＮＣ,情報・通信業,グロース
4379.T,Ｐｈｏｔｏｓｙｎｔｈ,情報・通信業,グロース
4380.T,Ｍマート,情報・通信業,グロース
4381.T,ビープラッツ,情報・通信業,グロース
4382.T,ＨＥＲＯＺ,情報・通信業,スタンダード
4384.T,ラクスル,情報・通信業,プライム
4385.T,メルカリ,情報・通信業,プライム
4386.T,ＳＩＧグループ,情報・通信業,スタンダード
4387.T,ＺＵＵ,情報・通信業,グロース
4388.T,エーアイ,情報・通信業,スタンダード
4389.T,プロパティデータバンク,情報・通信業,グロース
4390.T,ＩＰＳ,情報・通信業,プライム
4391.T,ロジザード,情報・通信業,グロース
4392.T,ＦＩＧ,情報・通信業,プライム
4393.T,バンク・オブ・イノベーション,情報・通信業,グロース
4394.T,エクスモーション,情報・通信業,グロース
4395.T,アクリート,情報・通信業,グロース
4396.T,システムサポートホールディングス,情報・通信業,プライム
4397.T,チームスピリット,情報・通信業,グロース
4398.T,ブロードバンドセキュリティ,情報・通信業,スタンダード
4401.T,ＡＤＥＫＡ,化学,プライム
4403.T,日油,化学,プライム
4404.T,ミヨシ油脂,食料品,スタンダード
4406.T,新日本理化,化学,スタンダード
4409.T,東邦化学工業,化学,スタンダード
4410.T,ハリマ化成グループ,化学,プライム
4412.T,サイエンスアーツ,情報・通信業,グロース
4413.T,ボードルア,情報・通信業,プライム
4414.T,フレクト,情報・通信業,グロース
4415.T,ブロードエンタープライズ,情報・通信業,グロース
4416.T,Ｔｒｕｅ　Ｄａｔａ,情報・通信業,グロース
4417.T,グローバルセキュリティエキスパート,情報・通信業,グロース
4418.T,ＪＤＳＣ,情報・通信業,グロース
4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,グロース
4420.T,イーソル,情報・通信業,スタンダード
4421.T,ディ・アイ・システム,情報・通信業,スタンダード
4422.T,ＶＡＬＵＥＮＥＸ,情報・通信業,グロース
4424.T,Ａｍａｚｉａ,情報・通信業,グロース
4425.T,Ｋｕｄａｎ,情報・通信業,グロース
4427.T,ＥｄｕＬａｂ,情報・通信業,グロース
4428.T,シノプス,情報・通信業,グロース
4429.T,リックソフト,情報・通信業,グロース
4430.T,東海ソフト,情報・通信業,スタンダード
4431.T,スマレジ,情報・通信業,グロース
4432.T,ウイングアーク１ｓｔ,情報・通信業,プライム
4433.T,ヒト・コミュニケーションズ・ホールディングス,情報・通信業,プライム
4434.T,サーバーワークス,情報・通信業,スタンダード
4436.T,ミンカブ・ジ・インフォノイド,情報・通信業,グロース
4437.T,ｇｏｏｄｄａｙｓホールディングス,情報・通信業,グロース
4438.T,Ｗｅｌｂｙ,情報・通信業,グロース
4439.T,東名,情報・通信業,スタンダード
4440.T,ヴィッツ,情報・通信業,スタンダード
4441.T,トビラシステムズ,情報・通信業,スタンダード
4442.T,バルテス・ホールディングス,情報・通信業,グロース
4443.T,Ｓａｎｓａｎ,情報・通信業,プライム
4444.T,インフォネット,情報・通信業,グロース
4445.T,リビン・テクノロジーズ,情報・通信業,グロース
4446.T,Ｌｉｎｋ－Ｕグループ,情報・通信業,プライム
4447.T,ピー・ビーシステムズ,情報・通信業,グロース
4448.T,ｋｕｂｅｌｌ,情報・通信業,グロース
4449.T,ギフティ,情報・通信業,プライム
4450.T,パワーソリューションズ,情報・通信業,グロース
4452.T,花王,化学,プライム
4461.T,第一工業製薬,化学,プライム
4462.T,石原ケミカル,化学,プライム
4463.T,日華化学,化学,スタンダード
4464.T,ソフト９９コーポレーション,化学,スタンダード
4465.T,ニイタカ,化学,スタンダード
4471.T,三洋化成工業,化学,プライム
4475.T,ＨＥＮＮＧＥ,情報・通信業,グロース
4476.T,ＡＩ　ＣＲＯＳＳ,情報・通信業,グロース
4477.T,ＢＡＳＥ,情報・通信業,グロース
4478.T,フリー,情報・通信業,グロース
4479.T,マクアケ,情報・通信業,グロース
4480.T,メドレー,情報・通信業,プライム
4481.T,ベース,情報・通信業,プライム
4482.T,ウィルズ,情報・通信業,グロース
4483.T,ＪＭＤＣ,情報・通信業,プライム
4484.T,ランサーズ,情報・通信業,グロース
4486.T,ユナイトアンドグロウ,情報・通信業,グロース
4487.T,スペースマーケット,情報・通信業,グロース
4488.T,ＡＩ　ｉｎｓｉｄｅ,情報・通信業,グロース
4490.T,ビザスク,情報・通信業,グロース
4491.T,コンピューターマネージメント,情報・通信業,スタンダード
4492.T,ゼネテック,情報・通信業,スタンダード
4493.T,サイバーセキュリティクラウド,情報・通信業,グロース
4494.T,バリオセキュア,情報・通信業,スタンダード
4495.T,アイキューブドシステムズ,情報・通信業,グロース
4496.T,コマースＯｎｅホールディングス,情報・通信業,グロース
4498.T,サイバートラスト,情報・通信業,グロース
4499.T,Ｓｐｅｅｅ,情報・通信業,スタンダード
4502.T,武田薬品工業,医薬品,プライム
4503.T,アステラス製薬,医薬品,プライム
4506.T,住友ファーマ,医薬品,プライム
4507.T,塩野義製薬,医薬品,プライム
4512.T,わかもと製薬,医薬品,スタンダード
4516.T,日本新薬,医薬品,プライム
4519.T,中外製薬,医薬品,プライム
4521.T,科研製薬,医薬品,プライム
4523.T,エーザイ,医薬品,プライム
4524.T,森下仁丹,医薬品,スタンダード
4526.T,理研ビタミン,食料品,プライム
4527.T,ロート製薬,医薬品,プライム
4528.T,小野薬品工業,医薬品,プライム
4530.T,久光製薬,医薬品,プライム
4531.T,有機合成薬品工業,化学,スタンダード
4534.T,持田製薬,医薬品,プライム
4536.T,参天製薬,医薬品,プライム
4538.T,扶桑薬品工業,医薬品,プライム
4539.T,日本ケミファ,医薬品,スタンダード
4540.T,ツムラ,医薬品,プライム
4543.T,テルモ,精密機器,プライム
4544.T,Ｈ．Ｕ．グループホールディングス,サービス業,プライム
4547.T,キッセイ薬品工業,医薬品,プライム
4548.T,生化学工業,医薬品,プライム
4549.T,栄研化学,医薬品,プライム
4552.T,ＪＣＲファーマ,医薬品,プライム
4553.T,東和薬品,医薬品,プライム
4554.T,富士製薬工業,医薬品,プライム
4556.T,カイノス,医薬品,スタンダード
4558.T,中京医薬品,医薬品,スタンダード
4559.T,ゼリア新薬工業,医薬品,プライム
4563.T,アンジェス,医薬品,グロース
4564.T,オンコセラピー・サイエンス,医薬品,グロース
4565.T,ネクセラファーマ,医薬品,プライム
4568.T,第一三共,医薬品,プライム
4569.T,杏林製薬,医薬品,プライム
4570.T,免疫生物研究所,医薬品,グロース
4571.T,ＮＡＮＯホールディングス,医薬品,グロース
4572.T,カルナバイオサイエンス,医薬品,グロース
4574.T,大幸薬品,医薬品,プライム
4575.T,キャンバス,医薬品,グロース
4576.T,デ・ウエスタン・セラピテクス研究所,医薬品,グロース
4577.T,ダイト,医薬品,プライム
4578.T,大塚ホールディングス,医薬品,プライム
4579.T,ラクオリア創薬,医薬品,グロース
4582.T,シンバイオ製薬,医薬品,グロース
4583.T,カイオム・バイオサイエンス,医薬品,グロース
4584.T,キッズウェル・バイオ,医薬品,グロース
4586.T,メドレックス,医薬品,グロース
4587.T,ペプチドリーム,医薬品,プライム
4588.T,オンコリスバイオファーマ,医薬品,グロース
4591.T,リボミック,医薬品,グロース
4592.T,サンバイオ,医薬品,グロース
4593.T,ヘリオス,医薬品,グロース
4594.T,ブライトパス・バイオ,医薬品,グロース
4595.T,ミズホメディー,医薬品,スタンダード
4596.T,窪田製薬ホールディングス,医薬品,グロース
4597.T,ソレイジア・ファーマ,医薬品,グロース
4598.T,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,医薬品,グロース
4599.T,ステムリム,医薬品,グロース
4611.T,大日本塗料,化学,プライム
4612.T,日本ペイントホールディングス,化学,プライム
4613.T,関西ペイント,化学,プライム
4615.T,神東塗料,化学,スタンダード
4616.T,川上塗料,化学,スタンダード
4617.T,中国塗料,化学,プライム
4619.T,日本特殊塗料,化学,スタンダード
4620.T,藤倉化成,化学,スタンダード
4623.T,アサヒペン,化学,スタンダード
4624.T,イサム塗料,化学,スタンダード
4625.T,アトミクス,化学,スタンダード
4626.T,太陽ホールディングス,化学,プライム
4627.T,ナトコ,化学,スタンダード
4628.T,エスケー化研,化学,スタンダード
4629.T,大伸化学,化学,スタンダード
4631.T,ＤＩＣ,化学,プライム
4633.T,サカタインクス,化学,プライム
4634.T,ａｒｔｉｅｎｃｅ,化学,プライム
4635.T,東京インキ,化学,スタンダード
4641.T,アルプス技研,サービス業,プライム
4642.T,オリジナル設計,サービス業,スタンダード
4644.T,イマジニア,情報・通信業,スタンダード
4645.T,市進ホールディングス,サービス業,スタンダード
4650.T,ＳＤエンターテイメント,サービス業,スタンダード
4651.T,サニックスホールディングス,サービス業,スタンダード
4657.T,環境管理センター,サービス業,スタンダード
4658.T,日本空調サービス,サービス業,プライム
4659.T,エイジス,サービス業,スタンダード
4661.T,オリエンタルランド,サービス業,プライム
4662.T,フォーカスシステムズ,情報・通信業,プライム
4664.T,アール・エス・シー,サービス業,スタンダード
4665.T,ダスキン,サービス業,プライム
4666.T,パーク２４,不動産業,プライム
4667.T,アイサンテクノロジー,情報・通信業,スタンダード
4668.T,明光ネットワークジャパン,サービス業,プライム
4671.T,ファルコホールディングス,サービス業,スタンダード
4673.T,川崎地質,サービス業,スタンダード
4674.T,クレスコ,情報・通信業,プライム
4676.T,フジ・メディア・ホールディングス,情報・通信業,プライム
4678.T,秀英予備校,サービス業,スタンダード
4679.T,田谷,サービス業,スタンダード
4680.T,ラウンドワン,サービス業,プライム
4681.T,リゾートトラスト,サービス業,プライム
4684.T,オービック,情報・通信業,プライム
4685.T,菱友システムズ,情報・通信業,スタンダード
4686.T,ジャストシステム,情報・通信業,プライム
4687.T,ＴＤＣソフト,情報・通信業,プライム
4689.T,ＬＩＮＥヤフー,情報・通信業,プライム
4690.T,日本パレットプール,サービス業,スタンダード
4691.T,ワシントンホテル,サービス業,スタンダード
4694.T,ビー・エム・エル,サービス業,プライム
4704.T,トレンドマイクロ,情報・通信業,プライム
4705.T,クリップコーポレーション,サービス業,スタンダード
4707.T,キタック,サービス業,スタンダード
4709.T,ＩＤホールディングス,情報・通信業,プライム
4712.T,ＫｅｙＨｏｌｄｅｒ,サービス業,スタンダード
4714.T,リソー教育グループ,サービス業,プライム
4716.T,日本オラクル,情報・通信業,スタンダード
4718.T,早稲田アカデミー,サービス業,プライム
4719.T,アルファシステムズ,情報・通信業,プライム
4720.T,城南進学研究社,サービス業,スタンダード
4722.T,フューチャー,情報・通信業,プライム
4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業,プライム
4728.T,トーセ,情報・通信業,スタンダード
4732.T,ユー・エス・エス,サービス業,プライム
4733.T,オービックビジネスコンサルタント,情報・通信業,プライム
4735.T,京進,サービス業,スタンダード
4736.T,日本ラッド,情報・通信業,スタンダード
4743.T,アイティフォー,情報・通信業,プライム
4746.T,東計電算,情報・通信業,スタンダード
4750.T,ダイサン,サービス業,スタンダード
4751.T,サイバーエージェント,サービス業,プライム
4752.T,昭和システムエンジニアリング,情報・通信業,スタンダード
4754.T,トスネット,サービス業,スタンダード
4755.T,楽天グループ,サービス業,プライム
4760.T,アルファ,サービス業,スタンダード
4761.T,さくらケーシーエス,情報・通信業,スタンダード
4762.T,エックスネット,情報・通信業,スタンダード
4763.T,クリーク・アンド・リバー社,サービス業,プライム
4765.T,ＳＢＩグローバルアセットマネジメント,サービス業,プライム
4766.T,ピーエイ,サービス業,スタンダード
4767.T,テー・オー・ダブリュー,サービス業,スタンダード
4768.T,大塚商会,情報・通信業,プライム
4769.T,ＩＣ,情報・通信業,スタンダード
4771.T,エフアンドエム,サービス業,スタンダード
4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報・通信業,グロース
4776.T,サイボウズ,情報・通信業,プライム
4777.T,ガーラ,情報・通信業,スタンダード
4783.T,ＮＣＤ,情報・通信業,スタンダード
4784.T,ＧＭＯインターネット,サービス業,プライム
4792.T,山田コンサルティンググループ,サービス業,プライム
4800.T,オリコン,情報・通信業,スタンダード
4801.T,セントラルスポーツ,サービス業,プライム
4809.T,パラカ,不動産業,プライム
4811.T,ドリーム・アーツ,情報・通信業,グロース
4812.T,電通総研,情報・通信業,プライム
4813.T,ＡＣＣＥＳＳ,情報・通信業,プライム
4814.T,ネクストウェア,情報・通信業,スタンダード
4816.T,東映アニメーション,情報・通信業,スタンダード
4819.T,デジタルガレージ,情報・通信業,プライム
4820.T,イーエムシステムズ,情報・通信業,プライム
4825.T,ウェザーニューズ,情報・通信業,プライム
4826.T,ＣＩＪ,情報・通信業,プライム
4828.T,ビジネスエンジニアリング,情報・通信業,プライム
4829.T,日本エンタープライズ,情報・通信業,スタンダード
4832.T,ＪＦＥシステムズ,情報・通信業,スタンダード
4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,グロース
4838.T,スペースシャワーＳＫＩＹＡＫＩホールディングス,情報・通信業,スタンダード
4839.T,ＷＯＷＯＷ,情報・通信業,プライム
4840.T,トライアイズ,サービス業,スタンダード
4845.T,スカラ,情報・通信業,プライム
4847.T,インテリジェント　ウェイブ,情報・通信業,プライム
4848.T,フルキャストホールディングス,サービス業,プライム
4849.T,エン,サービス業,プライム
4880.T,セルソース,医薬品,プライム
4881.T,ファンペップ,医薬品,グロース
4882.T,ペルセウスプロテオミクス,医薬品,グロース
4883.T,モダリス,医薬品,グロース
4884.T,クリングルファーマ,医薬品,グロース
4885.T,室町ケミカル,医薬品,スタンダード
4886.T,あすか製薬ホールディングス,医薬品,プライム
4887.T,サワイグループホールディングス,医薬品,プライム
4888.T,ステラファーマ,医薬品,グロース
4889.T,レナサイエンス,医薬品,グロース
4890.T,坪田ラボ,医薬品,グロース
4891.T,ティムス,医薬品,グロース
